name,label,sname,author,scomname,s_rank,eo_track_status_desc,explorer,egt_uid,family,ELCODE_BCD,NAME_CATEGORY_DESC,growth_habit,element_type,duration
13851,Agrostis densiflora : California bentgrass,Agrostis densiflora,Vasey,California bentgrass,S2?,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.158358,ELEMENT_GLOBAL.2.158358,Poaceae,PMPOA04070,Vascular Plant,,Plant,
9318,Agrostis hendersonii : Henderson's bentgrass,Agrostis hendersonii,A.S. Hitchc.,Henderson's bentgrass,SH,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.137798,ELEMENT_GLOBAL.2.137798,Poaceae,PMPOA040K0,Vascular Plant,HERBACEOUS|Graminoid,Plant,ANNUAL
9319,Agrostis howellii : Howell's bentgrass,Agrostis howellii,Scribn.,Howell's bentgrass,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.158821,ELEMENT_GLOBAL.2.158821,Poaceae,PMPOA040N0,Vascular Plant,,Plant,
453438,Agrostis swalalahos : Swalalahos bentgrass,Agrostis swalalahos,Otting,Swalalahos bentgrass,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1381055,ELEMENT_GLOBAL.2.1381055,Poaceae,PMPOA041T0,Vascular Plant,HERBACEOUS|Graminoid,Plant,PERENNIAL
8515,Allenrolfea occidentalis : Iodine bush,Allenrolfea occidentalis,(S. Wats.) Kuntze,Iodine bush,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.155404,ELEMENT_GLOBAL.2.155404,Amaranthaceae,PDCHE01010,Vascular Plant,Shrub|Subshrub,Plant,PERENNIAL
9213,Allium bolanderi var. bolanderi : Bolander onion,Allium bolanderi var. bolanderi,,Bolander onion,S2?,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.956049,ELEMENT_GLOBAL.2.956049,Amaryllidaceae,PMLIL02095,Vascular Plant,HERBACEOUS|Forb/herb,Plant,PERENNIAL
9215,Allium brandegeei : Brandegee's onion,Allium brandegeei,S. Wats.,Brandegee's onion,SNR,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.147766,ELEMENT_GLOBAL.2.147766,Amaryllidaceae,PMLIL020A0,Vascular Plant,,Plant,
9217,Allium dictuon : Blue Mt. onion,Allium dictuon,St. John,Blue Mt. onion,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.161019,ELEMENT_GLOBAL.2.161019,Amaryllidaceae,PMLIL020S0,Vascular Plant,HERBACEOUS|Forb/herb,Plant,PERENNIAL
9220,Allium geyeri var. geyeri : Geyer's onion,Allium geyeri var. geyeri,,Geyer's onion,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.137012,ELEMENT_GLOBAL.2.137012,Amaryllidaceae,PMLIL02101,Vascular Plant,,Plant,
9236,Allium nevii : Nevius' onion,Allium nevii,S. Wats.,Nevius' onion,S2?,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.143698,ELEMENT_GLOBAL.2.143698,Amaryllidaceae,PMLIL022T0,Vascular Plant,HERBACEOUS|Forb/herb,Plant,PERENNIAL
9224,Allium peninsulare : Peninsular onion,Allium peninsulare,J.G. Lemmon ex Greene,Peninsular onion,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.132406,ELEMENT_GLOBAL.2.132406,Amaryllidaceae,PMLIL021R0,Vascular Plant,HERBACEOUS|Forb/herb,Plant,PERENNIAL
9228,Allium robinsonii : Robinson's onion,Allium robinsonii,Henderson,Robinson's onion,SX,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.139364,ELEMENT_GLOBAL.2.139364,Amaryllidaceae,PMLIL021Z0,Vascular Plant,,Plant,
9230,Allium sanbornii var. sanbornii : Sanborn's onion,Allium sanbornii var. sanbornii,,Sanborn's onion,SNR,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.134623,ELEMENT_GLOBAL.2.134623,Amaryllidaceae,PMLIL02212,Vascular Plant,,Plant,
365331,Allophyllum gilioides : Straggling gilia,Allophyllum gilioides,(Benth.) A.& V. Grant,Straggling gilia,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.144909,ELEMENT_GLOBAL.2.144909,Polemoniaceae,PDPLM01020,Vascular Plant,,Plant,
365924,Alopecurus saccatus : Pacific meadow foxtail,Alopecurus saccatus,Vasey,Pacific meadow foxtail,SNR,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.132489,ELEMENT_GLOBAL.2.132489,Poaceae,PMPOA070B0,Vascular Plant,,Plant,
8726,Ammannia robusta : An ammannia,Ammannia robusta,Heer & Regel,An ammannia,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.154332,ELEMENT_GLOBAL.2.154332,Lythraceae,PDLYT01050,Vascular Plant,,Plant,
8380,Amsinckia carinata : Malheur Valley fiddleneck,Amsinckia carinata,A. Nels. & J.F. Macbr.,Malheur Valley fiddleneck,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159258,ELEMENT_GLOBAL.2.159258,Boraginaceae,PDBOR01140,Vascular Plant,HERBACEOUS|Forb/herb,Plant,ANNUAL
365282,Amsinckia spectabilis var. spectabilis : Seaside amsinckia,Amsinckia spectabilis var. spectabilis,,Seaside amsinckia,SH,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.961970,ELEMENT_GLOBAL.2.961970,Boraginaceae,PDBOR010B1,Vascular Plant,,Plant,
8855,Androsace elongata ssp. acuta : Long-stemmed androsace,Androsace elongata ssp. acuta,(Greene) G.T. Robbins,Long-stemmed androsace,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.149489,ELEMENT_GLOBAL.2.149489,Primulaceae,PDPRI02031,Vascular Plant,,Plant,
8865,Anemone multifida var. tetonensis : Cliff anemone,Anemone multifida var. tetonensis,(Porter ex Britt.) C.L. Hitchc.,Cliff anemone,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152802,ELEMENT_GLOBAL.2.152802,Ranunculaceae,PDRAN040R0,Vascular Plant,,Plant,
8864,Anemone oregana var. felix : Bog anemone,Anemone oregana var. felix,(M.E. Peck) C.L. Hitchc.,Bog anemone,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.141534,ELEMENT_GLOBAL.2.141534,Ranunculaceae,PDRAN040H1,Vascular Plant,,Plant,
420135,Anemopsis californica : Yerba mansa,Anemopsis californica,(Nutt.) Hook. & Arn.,Yerba mansa,SNR,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146452,ELEMENT_GLOBAL.2.146452,Saururaceae,PDSAU01010,Vascular Plant,,Plant,
14016,Angelica tomentosa : Woolly angelica,Angelica tomentosa,S. Wats.,Woolly angelica,SNR,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.149524,ELEMENT_GLOBAL.2.149524,Apiaceae,PDAPI070M0,Vascular Plant,,Plant,
9583,Aphyllon californicum ssp. californicum : California broom-rape,Aphyllon californicum ssp. californicum,,California broom-rape,S2?,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.151282,ELEMENT_GLOBAL.2.151282,Orobanchaceae,PDORO04021,Vascular Plant,,Plant,
12865,Aphyllon californicum ssp. grayanum : Gray's broomrape,Aphyllon californicum ssp. grayanum,(Beck) A.C. Schneider,Gray's broomrape,SNR,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.132462,ELEMENT_GLOBAL.2.132462,Orobanchaceae,PDORO04025,Vascular Plant,,Plant,
453435,Aphyllon epigalium ssp. epigalium : Bedstraw broomrape,Aphyllon epigalium ssp. epigalium,,Bedstraw broomrape,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1299059,ELEMENT_GLOBAL.2.1299059,Orobanchaceae,PDORO05011,Vascular Plant,,Plant,
12872,Aphyllon ludovicianum : Suksdorf's broomrape,Aphyllon ludovicianum,(Nuttall) A. Gray,Suksdorf's broomrape,S2?,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1280126,ELEMENT_GLOBAL.2.1280126,Orobanchaceae,PDORO040S0,Vascular Plant,,Plant,
8421,Arabis koehleri var. koehleri : Koehler's rockcress,Arabis koehleri var. koehleri,,Koehler's rockcress,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.145645,ELEMENT_GLOBAL.2.145645,Brassicaceae,PDBRA060Z1,Vascular Plant,Subshrub|Forb/herb,Plant,PERENNIAL
8421,Arabis koehleri var. koehleri : Koehler's rockcress,Arabis koehleri var. koehleri,,Koehler's rockcress,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.145645,ELEMENT_GLOBAL.2.145645,Brassicaceae,PDBRA060Z1,Vascular Plant,Subshrub|Forb/herb,Plant,Long-lived
8423,Arabis mcdonaldiana : Red Mountain rockcress,Arabis mcdonaldiana,Eastw.,Red Mountain rockcress,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.132067,ELEMENT_GLOBAL.2.132067,Brassicaceae,PDBRA06150,Vascular Plant,,Plant,
8424,Arabis modesta : Rogue Canyon rockcress,Arabis modesta,Rollins,Rogue Canyon rockcress,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.143821,ELEMENT_GLOBAL.2.143821,Brassicaceae,PDBRA06180,Vascular Plant,,Plant,
453531,Arceuthobium abietinum ssp. wiensii : Wiens' dwarf mistletoe,Arceuthobium abietinum ssp. wiensii,Mathiasen & C.M.Daugherty,Wiens' dwarf mistletoe,S2?,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1381065,ELEMENT_GLOBAL.2.1381065,Santalaceae,PDVIS03011,Vascular Plant,HERBACEOUS|Forb/herb,Plant,PERENNIAL
8543,Arctostaphylos hispidula : Gasquet manzanita,Arctostaphylos hispidula,T.J. Howell,Gasquet manzanita,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.151846,ELEMENT_GLOBAL.2.151846,Ericaceae,PDERI04230,Vascular Plant,,Plant,
8772,Argemone munita : Prickly-poppy,Argemone munita,Dur. & Hilg.,Prickly-poppy,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152886,ELEMENT_GLOBAL.2.152886,Papaveraceae,PDPAP030B0,Vascular Plant,HERBACEOUS|Forb/herb,Plant,Short-lived
8772,Argemone munita : Prickly-poppy,Argemone munita,Dur. & Hilg.,Prickly-poppy,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152886,ELEMENT_GLOBAL.2.152886,Papaveraceae,PDPAP030B0,Vascular Plant,HERBACEOUS|Forb/herb,Plant,PERENNIAL
8772,Argemone munita : Prickly-poppy,Argemone munita,Dur. & Hilg.,Prickly-poppy,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152886,ELEMENT_GLOBAL.2.152886,Papaveraceae,PDPAP030B0,Vascular Plant,HERBACEOUS|Forb/herb,Plant,ANNUAL
8246,Arnica viscosa : Shasta arnica,Arnica viscosa,A. Gray,Shasta arnica,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.141187,ELEMENT_GLOBAL.2.141187,Asteraceae,PDAST0Q0R0,Vascular Plant,HERBACEOUS|Forb/herb,Plant,BIENNIAL
8250,Artemisia campestris var. wormskioldii : Northern wormwood,Artemisia campestris var. wormskioldii,(Bess. ex Hook.) Cronq.,Northern wormwood,SX,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.143508,ELEMENT_GLOBAL.2.143508,Asteraceae,PDAST0S0D5,Vascular Plant,HERBACEOUS|Forb/herb,Plant,PERENNIAL
8250,Artemisia campestris var. wormskioldii : Northern wormwood,Artemisia campestris var. wormskioldii,(Bess. ex Hook.) Cronq.,Northern wormwood,SX,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.143508,ELEMENT_GLOBAL.2.143508,Asteraceae,PDAST0S0D5,Vascular Plant,HERBACEOUS|Forb/herb,Plant,BIENNIAL
8256,Artemisia papposa : Owyhee sagebrush,Artemisia papposa,Blake & Cronq.,Owyhee sagebrush,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.139687,ELEMENT_GLOBAL.2.139687,Asteraceae,PDAST0S170,Vascular Plant,Shrub,Plant,PERENNIAL
8257,Artemisia pycnocephala : Coastal sagewort,Artemisia pycnocephala,(Less.) DC.,Coastal sagewort,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.161428,ELEMENT_GLOBAL.2.161428,Asteraceae,PDAST0S1D0,Vascular Plant,HERBACEOUS|Forb/herb,Plant,PERENNIAL
9364,Asplenium septentrionale : Forked spleenwort,Asplenium septentrionale,(L.) Hoffmann,Forked spleenwort,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159573,ELEMENT_GLOBAL.2.159573,Aspleniaceae,PPASP021F0,Vascular Plant,,Plant,
418167,Asplenium trichomanes ssp. quadrivalens : Large spored spleenwort,Asplenium trichomanes ssp. quadrivalens,D.E. Mey.,Large spored spleenwort,SNR,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.133818,ELEMENT_GLOBAL.2.133818,Aspleniaceae,PPASP021K1,Vascular Plant,FERN,Plant,PERENNIAL
9365,Asplenium viride : Green spleenwort,Asplenium viride,Huds.,Green spleenwort,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.133442,ELEMENT_GLOBAL.2.133442,Aspleniaceae,PPASP02250,Vascular Plant,FERN,Plant,PERENNIAL
8554,Astragalus applegatei : Applegate's milk-vetch,Astragalus applegatei,M.E. Peck,Applegate's milk-vetch,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.156762,ELEMENT_GLOBAL.2.156762,Fabaceae,PDFAB0F0P0,Vascular Plant,Forb/herb,Plant,PERENNIAL
8558,Astragalus californicus : California milk-vetch,Astragalus californicus,(Gray) Greene,California milk-vetch,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.129614,ELEMENT_GLOBAL.2.129614,Fabaceae,PDFAB0F1L0,Vascular Plant,,Plant,
8559,Astragalus calycosus : King's rattleweed,Astragalus calycosus,Torr. ex S. Wats.,King's rattleweed,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.151288,ELEMENT_GLOBAL.2.151288,Fabaceae,PDFAB0F1N0,Vascular Plant,HERBACEOUS|Forb/herb,Plant,PERENNIAL
8562,Astragalus collinus var. laurentii : Laurence's milk-vetch,Astragalus collinus var. laurentii,(Rydb.) Barneby,Laurence's milk-vetch,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159515,ELEMENT_GLOBAL.2.159515,Fabaceae,PDFAB0F282,Vascular Plant,HERBACEOUS|Forb/herb,Plant,PERENNIAL
14019,Astragalus conjunctus var. conjunctus : Idaho milk-vetch,Astragalus conjunctus var. conjunctus,,Idaho milk-vetch,SNR,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.132520,ELEMENT_GLOBAL.2.132520,Fabaceae,PDFAB0F2C2,Vascular Plant,HERBACEOUS|Forb/herb,Plant,PERENNIAL
8564,Astragalus conjunctus var. rickardii : Rickard's milk-vetch,Astragalus conjunctus var. rickardii,"Welsh, K. Beck & F. Caplow",Rickard's milk-vetch,SNR,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.149506,ELEMENT_GLOBAL.2.149506,Fabaceae,PDFAB0F2C1,Vascular Plant,HERBACEOUS|Forb/herb,Plant,PERENNIAL
8568,Astragalus diaphanus var. diurnus : South John Day milk-vetch,Astragalus diaphanus var. diurnus,(S. Wats.) Barneby ex M.E. Peck,South John Day milk-vetch,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.134170,ELEMENT_GLOBAL.2.134170,Fabaceae,PDFAB0F2W1,Vascular Plant,HERBACEOUS|Forb/herb,Plant,PERENNIAL
8568,Astragalus diaphanus var. diurnus : South John Day milk-vetch,Astragalus diaphanus var. diurnus,(S. Wats.) Barneby ex M.E. Peck,South John Day milk-vetch,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.134170,ELEMENT_GLOBAL.2.134170,Fabaceae,PDFAB0F2W1,Vascular Plant,HERBACEOUS|Forb/herb,Plant,ANNUAL
8568,Astragalus diaphanus var. diurnus : South John Day milk-vetch,Astragalus diaphanus var. diurnus,(S. Wats.) Barneby ex M.E. Peck,South John Day milk-vetch,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.134170,ELEMENT_GLOBAL.2.134170,Fabaceae,PDFAB0F2W1,Vascular Plant,HERBACEOUS|Forb/herb,Plant,Short-lived
8571,Astragalus gambelianus : Gambel milk-vetch,Astragalus gambelianus,Sheldon,Gambel milk-vetch,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.129246,ELEMENT_GLOBAL.2.129246,Fabaceae,PDFAB0F3L0,Vascular Plant,HERBACEOUS|Forb/herb,Plant,ANNUAL
9433,Astragalus geyeri var. geyeri : Geyer's milk-vetch,Astragalus geyeri var. geyeri,,Geyer's milk-vetch,S2?,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.140381,ELEMENT_GLOBAL.2.140381,Fabaceae,PDFAB0F3M1,Vascular Plant,Forb/herb,Plant,ANNUAL
8572,Astragalus hoodianus : Hood River milk-vetch,Astragalus hoodianus,T.J. Howell,Hood River milk-vetch,S3,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.129616,ELEMENT_GLOBAL.2.129616,Fabaceae,PDFAB0F410,Vascular Plant,,Plant,
11933,Astragalus lemmonii : Lemmon's milk-vetch,Astragalus lemmonii,A. Gray,Lemmon's milk-vetch,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.143087,ELEMENT_GLOBAL.2.143087,Fabaceae,PDFAB0F4N0,Vascular Plant,HERBACEOUS|Forb/herb,Plant,Short-lived
11933,Astragalus lemmonii : Lemmon's milk-vetch,Astragalus lemmonii,A. Gray,Lemmon's milk-vetch,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.143087,ELEMENT_GLOBAL.2.143087,Fabaceae,PDFAB0F4N0,Vascular Plant,HERBACEOUS|Forb/herb,Plant,PERENNIAL
365297,Astragalus lentiginosus var. floribundus : Floriferous freckled milkvetch,Astragalus lentiginosus var. floribundus,Gray,Floriferous freckled milkvetch,SNR,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.149720,ELEMENT_GLOBAL.2.149720,Fabaceae,PDFAB0FB9R,Vascular Plant,,Plant,
11927,Astragalus misellus var. misellus : Pauper milk-vetch,Astragalus misellus var. misellus,,Pauper milk-vetch,S2?,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.143404,ELEMENT_GLOBAL.2.143404,Fabaceae,PDFAB0F5E3,Vascular Plant,,Plant,
8578,Astragalus mulfordiae : Mulford's milk-vetch,Astragalus mulfordiae,M.E. Jones,Mulford's milk-vetch,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.142398,ELEMENT_GLOBAL.2.142398,Fabaceae,PDFAB0F5Q0,Vascular Plant,HERBACEOUS|Forb/herb,Plant,PERENNIAL
12544,Astragalus multiflorus : Loose flower milk-vetch,Astragalus multiflorus,(Pursh) A. Gray,Loose flower milk-vetch,S1?,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.154235,ELEMENT_GLOBAL.2.154235,Fabaceae,PDFAB0F8Q0,Vascular Plant,,Plant,
8579,Astragalus peckii : Peck's milk-vetch,Astragalus peckii,Piper,Peck's milk-vetch,S3,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.132574,ELEMENT_GLOBAL.2.132574,Fabaceae,PDFAB0F6Q0,Vascular Plant,HERBACEOUS|Forb/herb,Plant,PERENNIAL
8580,Astragalus platytropis : Broad-keeled milk-vetch,Astragalus platytropis,A. Gray,Broad-keeled milk-vetch,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146607,ELEMENT_GLOBAL.2.146607,Fabaceae,PDFAB0F6X0,Vascular Plant,HERBACEOUS|Forb/herb,Plant,PERENNIAL
8583,Astragalus reventiformis : Long-leaved milk-vetch,Astragalus reventiformis,(Rydb.) Barneby,Long-leaved milk-vetch,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.154058,ELEMENT_GLOBAL.2.154058,Fabaceae,PDFAB0F7K0,Vascular Plant,,Plant,
8566,Astragalus sterilis : Barren milkvetch,Astragalus sterilis,Barneby,Barren milkvetch,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146489,ELEMENT_GLOBAL.2.146489,Fabaceae,PDFAB0F2N4,Vascular Plant,Forb/herb,Plant,PERENNIAL
8592,Astragalus tegetarioides : Bastard kentrophyta,Astragalus tegetarioides,M.E. Jones,Bastard kentrophyta,S3,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.132582,ELEMENT_GLOBAL.2.132582,Fabaceae,PDFAB0F8P0,Vascular Plant,HERBACEOUS|Forb/herb,Plant,PERENNIAL
8595,Astragalus tyghensis : Tygh Valley milk-vetch,Astragalus tyghensis,M.E. Peck,Tygh Valley milk-vetch,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146792,ELEMENT_GLOBAL.2.146792,Fabaceae,PDFAB0F970,Vascular Plant,HERBACEOUS|Forb/herb,Plant,PERENNIAL
365284,Athysanus unilateralis : Spreading athysanus,Athysanus unilateralis,(M.E. Jones) Jepson,Spreading athysanus,SNR,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.153224,ELEMENT_GLOBAL.2.153224,Brassicaceae,PDBRA1C010,Vascular Plant,,Plant,
12083,Atriplex gmelinii var. gmelinii : Gmelin's saltbush,Atriplex gmelinii var. gmelinii,,Gmelin's saltbush,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.790788,ELEMENT_GLOBAL.2.790788,Amaranthaceae,PDCHE042Y0,Vascular Plant,,Plant,
