name,label,sname,author,scomname,s_rank,eo_track_status_desc,explorer,egt_uid,family,ELCODE_BCD,NAME_CATEGORY_DESC,growth_habit,element_type,duration
366212,Argynnis leto pugetensis : Puget Sound fritillary,Argynnis leto pugetensis,"(F. Chermock and Frechin, 1947)",Puget Sound fritillary,S3?,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.107679,ELEMENT_GLOBAL.2.107679,Nymphalidae,IILEPJ6028,Invertebrate Animal,,Animal,
7490,Argynnis zerene bremnerii : Valley silverspot,Argynnis zerene bremnerii,"W. H. Edwards, 1872",Valley silverspot,SH,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.108130,ELEMENT_GLOBAL.2.108130,Nymphalidae,IILEPJ608A,Invertebrate Animal,,Animal,
7489,Argynnis zerene hippolyta : Oregon silverspot,Argynnis zerene hippolyta,"W. H. Edwards, 1879",Oregon silverspot,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.114277,ELEMENT_GLOBAL.2.114277,Nymphalidae,IILEPJ6087,Invertebrate Animal,,Animal,
7179,Artemia franciscana : San Francisco brine shrimp,Artemia franciscana,"Kellog, 1906",San Francisco brine shrimp,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.115653,ELEMENT_GLOBAL.2.115653,Artemiidae,ICBRA02020,Invertebrate Animal,,Animal,
13099,Ashmeadiella sculleni : A leaf-cutter bee,Ashmeadiella sculleni,"(Michener, 1939)",A leaf-cutter bee,S1?,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.844197,ELEMENT_GLOBAL.2.844197,Megachilidae,IIHYM79090,Invertebrate Animal,,Animal,
7251,Bembidion tigrinum : Cryptic beach carabid beetle,Bembidion tigrinum,"LeConte, 1879",Cryptic beach carabid beetle,S4,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.112446,ELEMENT_GLOBAL.2.112446,Carabidae,IICOL73180,Invertebrate Animal,,Animal,
7501,Boloria bellona : Meadow fritillary,Boloria bellona,"(Fabricius, 1775)",Meadow fritillary,SH,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.109904,ELEMENT_GLOBAL.2.109904,Nymphalidae,IILEPJ7040,Invertebrate Animal,,Animal,
7498,Boloria myrina : Silver-bordered fritillary,Boloria myrina,"(Cramer, 1777)",Silver-bordered fritillary,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1271571,ELEMENT_GLOBAL.2.1271571,Nymphalidae,IILEPJ7180,Invertebrate Animal,,Animal,
13672,Bombus caliginosus : Obscure bumblebee,Bombus caliginosus,"(Frison, 1927)",Obscure bumblebee,S3?,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.819678,ELEMENT_GLOBAL.2.819678,Apidae,IIHYM24380,Invertebrate Animal,,Animal,
365420,Bombus fervidus : Yellow bumblebee,Bombus fervidus,"(Fabricius, 1798)",Yellow bumblebee,S4,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.106721,ELEMENT_GLOBAL.2.106721,Apidae,IIHYM24110,Invertebrate Animal,,Animal,
7336,Bombus franklini : Franklin's bumblebee,Bombus franklini,"(Frison, 1921)",Franklin's bumblebee,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.109927,ELEMENT_GLOBAL.2.109927,Apidae,IIHYM24010,Invertebrate Animal,,Animal,
365421,Bombus morrisoni : Morrison Bumblebee,Bombus morrisoni,"Cresson, 1878",Morrison Bumblebee,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.834053,ELEMENT_GLOBAL.2.834053,Apidae,IIHYM24460,Invertebrate Animal,,Animal,
365424,Bombus occidentalis : Western bumblebee,Bombus occidentalis,"Greene, 1858",Western bumblebee,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.916920,ELEMENT_GLOBAL.2.916920,Apidae,IIHYM24252,Invertebrate Animal,,Animal,
365425,Bombus suckleyi : Suckley's cuckoo bumblebee,Bombus suckleyi,"Greene, 1860",Suckley's cuckoo bumblebee,S1?,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.819661,ELEMENT_GLOBAL.2.819661,Apidae,IIHYM24350,Invertebrate Animal,,Animal,
12437,Branchinecta campestris : Pocket pouch fairy shrimp,Branchinecta campestris,"Lynch, 1960",Pocket pouch fairy shrimp,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.815143,ELEMENT_GLOBAL.2.815143,Branchinectidae,ICBRA03050,Invertebrate Animal,,Animal,
7183,Branchinecta cornigera : Horned fairy shrimp,Branchinecta cornigera,"Lynch, 1958",Horned fairy shrimp,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.110951,ELEMENT_GLOBAL.2.110951,Branchinectidae,ICBRA03080,Invertebrate Animal,,Animal,
7180,Branchinecta lynchi : Vernal pool fairy shrimp,Branchinecta lynchi,"Eng, Belk and Eriksen, 1990",Vernal pool fairy shrimp,S2S3,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.107216,ELEMENT_GLOBAL.2.107216,Branchinectidae,ICBRA03030,Invertebrate Animal,,Animal,
13093,Calliopsis barri : A miner bee,Calliopsis barri,"(Rozen, 1959)",A miner bee,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.835668,ELEMENT_GLOBAL.2.835668,Andrenidae,IIHYMA5010,Invertebrate Animal,,Animal,
7447,Callophrys johnsoni : Johnson's hairstreak,Callophrys johnsoni,"(Skinner, 1904)",Johnson's hairstreak,S2S3,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.115428,ELEMENT_GLOBAL.2.115428,Lycaenidae,IILEPE2100,Invertebrate Animal,,Animal,
7458,Callophrys polios maritima : Seaside hoary elfin,Callophrys polios maritima,"(Emmel, Emmel, and Mattoon, 1998)",Seaside hoary elfin,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.116621,ELEMENT_GLOBAL.2.116621,Lycaenidae,IILEPE2213,Invertebrate Animal,,Animal,
